,RecurrenceRate,DiagRec,Determinism,DeteRec,L,Divergence,LEn,Laminarity,TrappingTime,VMax,VEn,W,WMax,WEn,LamiDet,VDiv,WVDiv,RQA_classic_name=PI_FHJ_3_15_15_window=1000_step=25_rettype=6_m=1_tau=1_eps=0.3.txt
27100,0.19353553553553554,-0.04529304296070453,0.3470120304951847,1.7930145465790646,2.2393858477970627,0.14285714285714285,0.6079862039056377,0.4065231558585305,2.2809797434558012,9,0.6500320549269306,6.59526819268876,776,2.5556389554694574,1.1714958564359388,0.1111111111111111,0.001288659793814433,18.42844
27125,0.1926966966966967,-0.04124915908107211,0.34464738395046335,1.7885484798576283,2.238696180321231,0.14285714285714285,0.6068374202730122,0.4049993766363296,2.2969771963938483,9,0.6757708095927417,6.669238336871537,801,2.572931887740051,1.1751122901154554,0.1111111111111111,0.0012484394506866417,18.28378
27150,0.19343743743743744,-0.022003493474268648,0.34642213988532633,1.790874323370666,2.238630283574104,0.14285714285714285,0.6067710633384984,0.40190639812879053,2.2852350968045667,9,0.6570261373978226,6.610371360512741,826,2.562252484051863,1.1601637189292542,0.1111111111111111,0.0012106537530266344,18.15515
27175,0.19277077077077076,-0.018510224995699882,0.34644663461039166,1.7971948404063876,2.2378077413295765,0.14285714285714285,0.6053911925244776,0.4026835879487792,2.278946749735512,9,0.6493432915780436,6.599488010922434,851,2.5543489791923126,1.1623250097424982,0.1111111111111111,0.0011750881316098707,18.13907
27200,0.19181981981981983,-0.021570303383659336,0.34563842444736675,1.8018910911918893,2.2382400648824006,0.14285714285714285,0.606066474717978,0.40265514434216293,2.299028663369287,9,0.6850516627299301,6.619445441033263,876,2.559027848273619,1.1649605942567263,0.1111111111111111,0.001141552511415525,18.52486
27225,0.19034634634634634,-0.025885212622102586,0.34375986032520667,1.805970363621876,2.2374041621029575,0.14285714285714285,0.6047259214248917,0.39892509308146995,2.2855679421512503,9,0.6641614975801922,6.641273314755612,901,2.564799837854346,1.1604760739199609,0.1111111111111111,0.0011098779134295228,18.38022
27250,0.19052252252252252,-0.037877434964126204,0.34450328898976523,1.808202434171739,2.2372730994950185,0.1111111111111111,0.6045646027564381,0.4030220877204043,2.3332522204647765,8,0.7323303536960991,6.766407817816944,926,2.587192922736867,1.1698642671953636,0.125,0.0010799136069114472,18.34808
27275,0.19053453453453453,-0.03509610467156034,0.3440087420669945,1.805492862002099,2.236491563631396,0.1111111111111111,0.603278722848869,0.40577060479973104,2.324425183580113,8,0.7198122480510519,6.745641631759164,951,2.578444970790201,1.1795357361026269,0.125,0.0010515247108307045,18.42844
27300,0.19113713713713715,-0.018044968529221397,0.3441601290417186,1.8005926749587677,2.238740887102269,0.1111111111111111,0.6069866711134091,0.39856294449739715,2.3304752572268495,8,0.7280195111133001,6.7040221434132,976,2.5758214111650997,1.158074137196421,0.125,0.0010245901639344263,18.17123
27325,0.19081881881881882,-0.0223795596112853,0.3450909625028852,1.8084744714332748,2.237855490542931,0.1111111111111111,0.6055382254346762,0.39740227039049875,2.315988994191379,8,0.7054966253397809,6.675660328658694,547,2.5726667924686115,1.1515870120394016,0.125,0.0018281535648994515,18.36415
27350,0.1912052052052052,-0.012053522589440613,0.3462573423937512,1.810920063719714,2.2409703869350137,0.1111111111111111,0.6106758422349253,0.3973635440334216,2.318184594710158,8,0.7128161033998264,6.642102016688655,572,2.5655499947619917,1.1475960084668884,0.125,0.0017482517482517483,18.18731
27375,0.19077277277277277,-0.010975783069212871,0.34599280099904506,1.813638266982433,2.2379853380396417,0.1111111111111111,0.6057603986999871,0.3954938031923267,2.3254967296063187,8,0.7210943552481945,6.6851931663419935,597,2.573992104902336,1.143069457082196,0.125,0.0016750418760469012,18.23555
27400,0.1907027027027027,-0.013159465083304674,0.34511211892164273,1.8096865646401334,2.2357181719260066,0.1111111111111111,0.6019845462763019,0.4022423784328546,2.3069420193870793,8,0.6933671112489571,6.682023922209793,622,2.575229420612112,1.1655411571454644,0.125,0.001607717041800643,18.47665
27425,0.1920860860860861,0.0007496695794525272,0.34914067141234223,1.8176260369835944,2.2386394012296176,0.1111111111111111,0.6067748726167548,0.40337894879464703,2.299097065462754,8,0.6835404081163474,6.654215728405672,647,2.57057978271032,1.1553479208334576,0.125,0.0015455950540958269,18.41237
27450,0.19239639639639639,0.0016154217145894025,0.3496909533620528,1.8175545899600984,2.2411470490163388,0.1111111111111111,0.6108884405579114,0.4031653867765499,2.3121680491734797,8,0.706060748942541,6.678691130230469,672,2.5742509565002427,1.152919121585431,0.125,0.001488095238095238,18.20339
27475,0.19272672672672672,0.002349194475980632,0.350909449759523,1.820761737198435,2.243839256061109,0.1111111111111111,0.6152376712638347,0.4020692449125869,2.312324511619571,8,0.7068436635180229,6.694992281139963,697,2.5764698200608414,1.1457920132618928,0.125,0.0014347202295552368,18.38022
27500,0.19233033033033034,0.0007829568177035652,0.3496341171449687,1.8178834120674918,2.2436043016498566,0.1111111111111111,0.6148348136859407,0.3964234040116999,2.309941165766968,8,0.7030476045279076,6.662665976892567,722,2.5677686801972515,1.133823573193605,0.125,0.0013850415512465374,18.29985
27525,0.19203403403403405,-0.0004014225585781248,0.3504342114865358,1.8248547099959824,2.2467749481986496,0.1111111111111111,0.6200728460039548,0.40768966128376477,2.317255273761555,8,0.7193789110837607,6.676043713586376,747,2.570820508084895,1.1633843041589813,0.125,0.0013386880856760374,18.09083
27550,0.19246846846846846,-0.0004245985364923476,0.3522436497534794,1.8301369183035112,2.2502491859924247,0.1111111111111111,0.6257274983838498,0.41064927500052006,2.325851301991281,8,0.7356970612150127,6.659106541027581,772,2.5625487328320924,1.1658103000236237,0.125,0.0012953367875647669,18.17123
27575,0.19201001001001,0.005882006501891909,0.35407521713290724,1.8440456157178906,2.249685326266976,0.1111111111111111,0.6248155510935995,0.41252645737104965,2.3350448536355053,8,0.7502541736229725,6.697551782565095,797,2.570663740066777,1.1650814217144203,0.125,0.0012547051442910915,18.49272
27600,0.1908228228228228,0.004696210855934095,0.35124218389357503,1.840671774464316,2.2482707675777314,0.1111111111111111,0.6225387684397884,0.4102249360023501,2.3419381887877337,8,0.7599590624809542,6.751465497747395,822,2.5793534493231247,1.167926162669136,0.125,0.0012165450121654502,18.50879
27625,0.19072872872872873,0.00952058542562784,0.3501663710126064,1.8359393120616034,2.2466159337329112,0.1111111111111111,0.61988730623441,0.4109206562470478,2.339988045427376,7,0.7575627383707181,6.770196954102193,847,2.579697108292075,1.1735011990407673,0.14285714285714285,0.0011806375442739079,18.10691
27650,0.18863463463463465,-0.007451745032685636,0.34640162168472666,1.836362778000286,2.2436928576338766,0.1111111111111111,0.6151486108586819,0.4046464239092366,2.34512240127937,7,0.7646521811577283,6.865853658536586,872,2.599258631980099,1.1681424063237231,0.14285714285714285,0.0011467889908256881,18.55699
